Version, Date, Time, Elapsed Time, Triggered, CurrentLayer, CurrentPhase, StepName, SequenceRunning, ChamberPressure, SubstrateShutterOpen, SubstrateVelocity, Substrate Heater.ActualTemperature, Substrate Heater.CalibrationTC, Substrate Heater.ActualPower, Substrate Heater.Status1, Substrate Heater.Status2, Resistive 4.ActualThickness, Resistive 4.ActualRate, Resistive 4.PercentActualPower, Resistive 4.PercentAverageActualPower, Resistive 4.MaterialName, Resistive 4.SourceError, Resistive 4.ManualMode, Resistive 4.RatePID_P, Resistive 4.RatePID_I, Resistive 4.RatePID_D, Resistive 4.RateSetpoint, Resistive 4.PercentPowerSetpoint, Resistive 4.OpenShutter, Resistive 4.Status1, Resistive 4.Status2, Radak 3 Resistive 4.Thickness, Radak 3 Resistive 4.Rate, Radak 3 Resistive 4.OpenShutter, Radak 3 Resistive 4.SensorError, Physical Sensor 2.ActiveSensor, Physical Sensor 2.ShutteredRateMode, Physical Sensor 2.Thickness, Physical Sensor 2.ThicknessMeasurement, Physical Sensor 2.Rate, Physical Sensor 2.RateMeasurement, Physical Sensor 2.AverageRate, Physical Sensor 2.FrequencyMeasurement, Physical Sensor 2.PercentRemaining, Physical Sensor 2.SensorError, Physical Sensor 2.NominalToolingFactor, Physical Sensor 2.ToolingFactor, Physical Sensor 2.Density, Physical Sensor 2.ZFactor, Physical Sensor 2.OpenShutter
5.0.10.10b1b9a6b0,2023-01-23,10:59:12.260,00:00:00.0029972,True,0,0,COMPLETE,True,8.04692263045581E-07,False,0,30.9069976806641,-9999,0,1028,16,251.427993774414,0,0,0,Aluminum,False,False,113.779998779297,34610,2850,2,0,False,2,0,250.747,0,False,False,True,False,250.747,250.747,0,0,0,5982176.63,94.3893633333333,False,50,50,2.70000004768372,1.08000004291534,False,
5.0.10.10b1b9a6b0,2023-01-23,10:59:12.410,00:00:00.1530063,True,0,0,START,True,8.03050397735205E-07,False,0,30.9069976806641,-9999,0,1028,16,0,0,0,0,Aluminum,False,False,113.779998779297,34610,2850,2,0,False,2,0,250.744,0,False,False,True,False,250.744,250.744,0,0,0,5982176.6,94.3893619047619,False,50,50,2.70000004768372,1.08000004291534,False,
5.0.10.10b1b9a6b0,2023-01-23,10:59:12.422,00:00:00.1650068,True,0,0,Step0,True,8.03050397735205E-07,False,0,30.9069976806641,-9999,0,1028,16,0,0,0,0,Aluminum,False,False,113.779998779297,34610,2850,2,0,False,2,0,250.744,0,False,False,True,False,250.744,250.744,0,0,0,5982176.6,94.3893619047619,False,50,50,2.70000004768372,1.08000004291534,False,
5.0.10.10b1b9a6b0,2023-01-23,10:59:12.453,00:00:00.1960092,True,0,1,Step1,True,8.03050397735205E-07,False,0,30.9069976806641,-9999,0,1028,16,0,0,0,0,Aluminum,False,False,113.779998779297,34610,2850,2,0,False,2,0,250.744,0,False,False,True,False,250.744,250.744,0,0,0,5982176.6,94.3893619047619,False,50,50,2.70000004768372,1.08000004291534,False,
5.0.10.10b1b9a6b0,2023-01-23,10:59:12.453,00:00:00.1960092,True,0,1,Step1,True,8.03050397735205E-07,False,0,30.9069976806641,-9999,0,1028,16,0,0,0,0,Aluminum,False,False,113.779998779297,34610,2850,2,0,False,2,0,250.744,0,False,False,True,False,250.744,250.744,0,0,0,5982176.6,94.3893619047619,False,50,50,2.70000004768372,1.08000004291534,False,
5.0.10.10b1b9a6b0,2023-01-23,10:59:12.455,00:00:00.1980137,True,0,1,Step2,True,8.03050397735205E-07,False,0,30.9069976806641,-9999,0,1028,16,0,0,0,0,Aluminum,False,False,113.779998779297,34610,2850,2,0,False,2,0,250.744,0,False,False,True,False,250.744,250.744,0,0,0,5982176.6,94.3893619047619,False,50,50,2.70000004768372,1.08000004291534,False,
5.0.10.10b1b9a6b0,2023-01-23,10:59:12.874,00:00:00.6170416,True,0,1,Step3,True,8.03458135578694E-07,False,0,30.9069976806641,-9999,0,1028,16,0,0,0,0,Aluminum,False,False,113.779998779297,34610,2850,2,0,False,2,0,250.744,0,False,False,True,False,250.744,250.744,0,0,0,5982176.6,94.3893619047619,False,50,50,2.70000004768372,1.08000004291534,False,
5.0.10.10b1b9a6b0,2023-01-23,10:59:12.886,00:00:00.6290423,True,1,0,Step4,True,8.03458135578694E-07,False,0,30.9069976806641,-9999,0,1028,16,0,0,0,0,Aluminum,False,False,113.779998779297,34610,2850,2,0,False,2,0,-0.002,0,False,False,True,False,-0.002,-0.002,0,0,0,5982176.6,94.3893619047619,False,50,50,2.70000004768372,1.08000004291534,False,
5.0.10.10b1b9a6b0,2023-01-23,10:59:12.886,00:00:00.6290423,True,1,0,Step4,True,8.03458135578694E-07,False,0,30.9069976806641,-9999,0,1028,16,0,0,0,0,Aluminum,False,False,113.779998779297,34610,2850,2,0,False,2,0,-0.002,0,False,False,True,False,-0.002,-0.002,0,0,0,5982176.6,94.3893619047619,False,50,50,2.70000004768372,1.08000004291534,False,
5.0.10.10b1b9a6b0,2023-01-23,10:59:12.951,00:00:00.6940466,True,1,0,Step5,True,8.03460977749637E-07,False,0,30.9069976806641,-9999,0,1028,16,0,0,0,0,Aluminum,False,False,113.779998779297,34610,2850,2,0,False,2,0,-0.002,0,False,False,True,False,-0.002,-0.002,0,0,0,5982176.6,94.3893619047619,False,50,50,2.70000004768372,1.08000004291534,False,
5.0.10.10b1b9a6b0,2023-01-23,10:59:13.451,00:00:01.1940826,False,1,0,Step5,True,8.02947056399717E-07,False,0,30.9069976806641,-9999,0,1028,16,0,0,0,0,Aluminum,False,False,113.779998779297,34610,2850,2,0,False,2,0,-0.002,0,False,False,True,False,-0.002,-0.002,0,0,0,5982176.66,94.3893647619048,False,50,50,2.70000004768372,1.08000004291534,False,
5.0.10.10b1b9a6b0,2023-01-23,10:59:13.481,00:00:01.2240865,True,1,0,Step6,True,8.02947056399717E-07,False,10,30.9069976806641,-9999,0,1028,16,0,0,0,0,Aluminum,False,False,113.779998779297,34610,2850,2,0,False,2,0,-0.002,0,False,False,True,False,-0.002,-0.002,0,0,0,5982176.66,94.3893647619048,False,50,50,2.70000004768372,1.08000004291534,False,
5.0.10.10b1b9a6b0,2023-01-23,10:59:13.496,00:00:01.2390858,True,1,0,Step7,True,8.02947056399717E-07,False,10,30.9069976806641,-9999,0,1028,16,0,0,0,0,Aluminum,False,False,113.779998779297,34610,2850,2,0,False,2,0,-0.002,0,False,False,True,False,-0.002,-0.002,0,0,0,5982176.66,94.3893647619048,False,50,50,2.70000004768372,1.08000004291534,False,
5.0.10.10b1b9a6b0,2023-01-23,10:59:13.515,00:00:01.2580882,True,1,0,Step8,True,8.02947056399717E-07,False,10,30.9069976806641,-9999,0,1028,16,0,0,0,0,Aluminum,False,False,113.779998779297,34610,2850,2,0,False,2,0,-0.002,0,False,False,True,False,-0.002,-0.002,0,0,0,5982176.66,94.3893647619048,False,50,50,2.70000004768372,1.08000004291534,False,
5.0.10.10b1b9a6b0,2023-01-23,10:59:13.517,00:00:01.2600907,True,1,0,Step9,True,8.02947056399717E-07,False,10,30.9069976806641,-9999,0,1028,16,0,0,0,0,Aluminum,False,False,113.779998779297,34610,2850,2,0,False,2,0,-0.002,0,False,False,True,False,-0.002,-0.002,0,0,0,5982176.66,94.3893647619048,False,50,50,2.70000004768372,1.08000004291534,False,
5.0.10.10b1b9a6b0,2023-01-23,10:59:13.520,00:00:01.2630881,True,1,0,Step10,True,8.03151067430008E-07,False,10,30.9069976806641,-9999,0,1028,16,0,0,0,0,Aluminum,False,False,113.779998779297,34610,2850,2,0,False,2,0,-0.002,0,False,False,True,False,-0.002,-0.002,0,0,0,5982176.66,94.3893647619048,False,50,50,2.70000004768372,1.08000004291534,False,
5.0.10.10b1b9a6b0,2023-01-23,10:59:13.534,00:00:01.2770897,True,1,1,Step11,True,8.03151067430008E-07,False,10,30.9069976806641,-9999,0,1028,16,0,0,0,0,Aluminum,False,False,113.779998779297,34610,2850,2,0,False,2,0,-0.002,0,False,False,True,False,-0.002,-0.002,0,0,0,5982176.66,94.3893647619048,False,50,50,2.70000004768372,1.08000004291534,False,
5.0.10.10b1b9a6b0,2023-01-23,10:59:13.534,00:00:01.2770897,True,1,1,Step11,True,8.03151067430008E-07,False,10,30.9069976806641,-9999,0,1028,16,0,0,0,0,Aluminum,False,False,113.779998779297,34610,2850,2,0,False,2,0,-0.002,0,False,False,True,False,-0.002,-0.002,0,0,0,5982176.66,94.3893647619048,False,50,50,2.70000004768372,1.08000004291534,False,
5.0.10.10b1b9a6b0,2023-01-23,10:59:13.542,00:00:01.2850909,True,1,1,Step12,True,8.03151067430008E-07,False,10,30.9069976806641,-9999,0,1028,16,0,0,0,0,Aluminum,False,False,113.779998779297,34610,2850,2,0,False,2,0,-0.002,0,False,False,True,False,-0.002,-0.002,0,0,0,5982176.66,94.3893647619048,False,50,50,2.70000004768372,1.08000004291534,False,
5.0.10.10b1b9a6b0,2023-01-23,10:59:14.042,00:00:01.7851261,False,1,1,Step12,True,8.01612713985378E-07,False,10,30.9069976806641,-9999,0,1028,16,-0.00800000037997961,0,0.20833332836628,0.020833332836628,Aluminum,False,False,113.779998779297,34610,2850,2,0.208333333333333,True,3,0,-0.008,0,True,False,True,False,-0.008,-0.008,0,0,0,5982176.7,94.3893666666667,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:14.542,00:00:02.2851626,False,1,1,Step12,True,8.02946487965528E-07,False,10,30.9069976806641,-9999,0,1028,16,-0.0140000004321337,0,0.416666656732559,0.0624999985098839,Aluminum,False,False,113.779998779297,34610,2850,2,0.416666666666667,True,3,0,-0.014,0,True,False,True,False,-0.014,-0.014,0,0,0,5982176.71,94.3893671428571,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:15.042,00:00:02.7852004,False,1,1,Step12,True,8.01714008957788E-07,False,10,30.9069976806641,-9999,0,1028,16,-0.0209999997168779,0,0.625,0.124999998509884,Aluminum,False,False,113.779998779297,34610,2850,2,0.625,True,3,0,-0.021,0,True,False,True,False,-0.021,-0.021,0,0,0,5982176.91,94.3893766666667,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:15.542,00:00:03.2852369,False,1,1,Step12,True,8.02122201548627E-07,False,10,30.9069976806641,-9999,0,1028,16,-0.0209999997168779,0,0.833333313465118,0.208333329856396,Aluminum,False,False,113.779998779297,34610,2850,2,0.833333333333333,True,3,0,-0.031,0,True,False,True,False,-0.031,-0.031,0,0,0,5982177.12,94.3893866666667,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:16.042,00:00:03.7852730,False,1,1,Step12,True,8.02022384505108E-07,False,10,30.9253253936768,-9999,0,1028,16,-0.0390000008046627,0,1.04166662693024,0.312499992549419,Aluminum,False,False,113.779998779297,34610,2850,2,1.04166666666667,True,3,0,-0.039,0,True,False,True,False,-0.039,-0.039,0,0,0,5982177.23,94.3893919047619,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:16.542,00:00:04.2853096,False,1,1,Step12,True,8.00588736638019E-07,False,10,30.9253253936768,-9999,0,1028,16,-0.0390000008046627,0,1.25,0.437499992549419,Aluminum,False,False,113.779998779297,34610,2850,2,1.25,True,3,0,-0.054,0,True,False,True,False,-0.054,-0.054,0,0,0,5982177.43,94.3894014285714,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:17.042,00:00:04.7853461,False,1,1,Step12,True,7.9987069057097E-07,False,10,30.9253253936768,-9999,0,1028,16,-0.0780000016093254,0,1.45833337306976,0.583333329856396,Aluminum,False,False,113.779998779297,34610,2850,2,1.45833333333333,True,3,0,-0.078,0,True,False,True,False,-0.078,-0.078,0,0,0,5982177.57,94.3894080952381,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:17.542,00:00:05.2853830,False,1,1,Step12,True,7.98646965449734E-07,False,10,30.9436168670654,-9999,0,1028,16,-0.0780000016093254,0,1.66666662693024,0.749999992549419,Aluminum,False,False,113.779998779297,34610,2850,2,1.66666666666667,True,3,0,-0.1,0,True,False,True,False,-0.1,-0.1,0,0,0,5982177.65,94.3894119047619,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:18.042,00:00:05.7854196,False,1,1,Step12,True,7.9966611110649E-07,False,10,30.9436168670654,-9999,0,1028,16,-0.123999997973442,0,1.875,0.937499992549419,Aluminum,False,False,113.779998779297,34610,2850,2,1.875,True,3,0,-0.124,0,True,False,True,False,-0.124,-0.124,0,0,0,5982177.76,94.3894171428571,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:18.543,00:00:06.2854562,False,1,1,Step12,True,7.98438179572258E-07,False,10,30.9436168670654,-9999,0,1028,16,-0.123999997973442,0,2.08333325386047,1.14583331793547,Aluminum,False,False,113.779998779297,34610,2850,2,2.08333333333333,True,3,0,-0.155,0,True,False,True,False,-0.155,-0.155,0,0,0,5982177.84,94.3894209523809,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:19.043,00:00:06.7854931,False,1,1,Step12,True,7.97929544660292E-07,False,10,30.9619178771973,-9999,0,1028,16,-0.18299999833107,0,2.29166674613953,1.35416665971279,Aluminum,False,False,113.779998779297,34610,2850,2,2.29166666666667,True,3,0,-0.183,0,True,False,True,False,-0.183,-0.183,0,0,0,5982177.92,94.3894247619048,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:19.543,00:00:07.2855297,False,1,1,Step12,True,7.97620998582715E-07,False,10,30.9619178771973,-9999,0,1028,16,-0.18299999833107,0,2.5,1.56249999403954,Aluminum,False,False,113.779998779297,34610,2850,2,2.5,True,3,0,-0.199,0,True,False,True,False,-0.199,-0.199,0,0,0,5982177.97,94.3894271428571,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:20.043,00:00:07.7855665,False,1,1,Step12,True,7.97213147052389E-07,False,10,30.9619178771973,-9999,0,1028,16,-0.228000000119209,0,2.70833325386047,1.77083331942558,Aluminum,False,False,113.779998779297,34610,2850,2,2.70833333333333,True,3,0,-0.228,0,True,False,True,False,-0.228,-0.228,0,0,0,5982177.98,94.3894276190476,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:20.543,00:00:08.2856043,False,1,1,Step12,True,7.97109123595874E-07,False,10,30.9619178771973,-9999,0,1028,16,-0.228000000119209,0,2.91666674613953,1.97916666269302,Aluminum,False,False,113.779998779297,34610,2850,2,2.91666666666667,True,3,0,-0.26,0,True,False,True,False,-0.26,-0.26,0,0,0,5982178.07,94.3894319047619,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:21.043,00:00:08.7856398,False,1,1,Step12,True,7.96294557403598E-07,False,10,30.9619178771973,-9999,0,1028,16,-0.282999992370605,0,3.125,2.1875,Aluminum,False,False,113.779998779297,34610,2850,2,3.125,True,3,0,-0.283,0,True,False,True,False,-0.283,-0.283,0,0,0,5982178.15,94.3894357142857,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:21.543,00:00:09.2856763,False,1,1,Step12,True,7.96908352640457E-07,False,10,30.9619178771973,-9999,0,1028,16,-0.282999992370605,0,3.33333325386047,2.39583332538605,Aluminum,False,False,113.779998779297,34610,2850,2,3.33333333333333,True,3,0,-0.303,0,True,False,True,False,-0.303,-0.303,0,0,0,5982178.22,94.389439047619,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:22.043,00:00:09.7857132,False,1,1,Step12,True,7.94260074599151E-07,False,10,30.9619178771973,-9999,0,1028,16,-0.324000000953674,0,3.54166674613953,2.60416666269302,Aluminum,False,False,113.779998779297,34610,2850,2,3.75,True,3,0,-0.324,0,True,False,True,False,-0.324,-0.324,0,0,0,5982178.26,94.3894409523809,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:22.543,00:00:10.2857502,False,1,1,Step12,True,7.94970560491493E-07,False,10,30.9619178771973,-9999,0,1028,16,-0.324000000953674,0,3.75,2.8125,Aluminum,False,False,113.779998779297,34610,2850,2,3.95833333333333,True,3,0,-0.339,0,True,False,True,False,-0.339,-0.339,0,0,0,5982178.28,94.3894419047619,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:23.043,00:00:10.7857865,False,1,1,Step12,True,7.9487091397823E-07,False,10,30.9619178771973,-9999,0,1028,16,-0.347000002861023,0,3.95833325386047,3.02083332538605,Aluminum,False,False,113.779998779297,34610,2850,2,4.16666666666667,True,3,0,-0.347,0,True,False,True,False,-0.347,-0.347,0,0,0,5982178.3,94.3894428571429,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:23.543,00:00:11.2858232,False,1,1,Step12,True,7.93244282704109E-07,False,10,30.9619178771973,-9999,0,1028,16,-0.347000002861023,0,4.16666650772095,3.22916665077209,Aluminum,False,False,113.779998779297,34610,2850,2,4.375,True,3,0,-0.36,0,True,False,True,False,-0.36,-0.36,0,0,0,5982178.35,94.3894452380952,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:24.043,00:00:11.7858597,False,1,1,Step12,True,7.93648496255628E-07,False,10,30.9619178771973,-9999,0,1028,16,-0.375,0,4.375,3.43749997615814,Aluminum,False,False,113.779998779297,34610,2850,2,4.58333333333333,True,3,0,-0.375,0,True,False,True,False,-0.375,-0.375,0,0,0,5982178.43,94.389449047619,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:24.543,00:00:12.2858965,False,1,1,Step12,True,7.92940454630298E-07,False,10,30.9619178771973,-9999,0,1028,16,-0.375,0,4.58333349227905,3.64583332538605,Aluminum,False,False,113.779998779297,34610,2850,2,4.79166666666667,True,3,0,-0.386,0,True,False,True,False,-0.386,-0.386,0,0,0,5982178.45,94.38945,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:25.043,00:00:12.7859339,False,1,1,Step12,True,7.93552544564591E-07,False,10,30.9802093505859,-9999,0,1028,16,-0.398999989032745,0,4.79166650772095,3.85416665077209,Aluminum,False,False,113.779998779297,34610,2850,2,5,True,3,0,-0.399,0,True,False,True,False,-0.399,-0.399,0,0,0,5982178.49,94.3894519047619,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:25.543,00:00:13.2859698,False,1,1,Step12,True,7.90609760770167E-07,False,10,30.9802093505859,-9999,0,1028,16,-0.398999989032745,0,5,4.06249997615814,Aluminum,False,False,113.779998779297,34610,2850,2,5.20833333333333,True,3,0,-0.409,0,True,False,True,False,-0.409,-0.409,0,0,0,5982178.49,94.3894519047619,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:26.043,00:00:13.7860067,False,1,1,Step12,True,7.92938521954056E-07,False,10,30.9802093505859,-9999,0,1028,16,-0.418999999761581,0,5.20833349227905,4.27083332538605,Aluminum,False,False,113.779998779297,34610,2850,2,5.41666666666667,True,3,0,-0.419,0,True,False,True,False,-0.419,-0.419,0,0,0,5982178.57,94.3894557142857,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:26.543,00:00:14.2860445,False,1,1,Step12,True,7.91624358953413E-07,False,10,30.9802093505859,-9999,0,1028,16,-0.418999999761581,0,5.41666650772095,4.4791666507721,Aluminum,False,False,113.779998779297,34610,2850,2,5.41666666666667,True,3,0,-0.429,0,True,False,True,False,-0.429,-0.429,0,0,0,5982178.6,94.3894571428571,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:27.043,00:00:14.7860799,False,1,1,Step12,True,7.90409785622614E-07,False,10,30.9802093505859,-9999,0,1028,16,-0.43299999833107,0,5.625,4.68749997615814,Aluminum,False,False,113.779998779297,34610,2850,2,5.83333333333333,True,3,0,-0.433,0,True,False,True,False,-0.433,-0.433,0,0,0,5982178.59,94.3894566666667,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:27.543,00:00:15.2861168,False,1,1,Step12,True,7.91824277257547E-07,False,10,30.9802093505859,-9999,0,1028,16,-0.43299999833107,0,5.83333349227905,4.89583332538605,Aluminum,False,False,113.779998779297,34610,2850,2,6.04166666666667,True,3,0,-0.442,0,True,False,True,False,-0.442,-0.442,0,0,0,5982178.64,94.389459047619,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:28.043,00:00:15.7861539,False,1,1,Step12,True,7.90913190940046E-07,False,10,30.9802093505859,-9999,0,1028,16,-0.449999988079071,0,6.04166650772095,5.1041666507721,Aluminum,False,False,113.779998779297,34610,2850,2,6.25,True,3,0,-0.45,0,True,False,True,False,-0.45,-0.45,0,0,0,5982178.62,94.3894580952381,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:28.543,00:00:16.2861915,False,1,1,Step12,True,7.89197429185151E-07,False,10,30.9802093505859,-9999,0,1028,16,-0.449999988079071,0,6.25,5.3125,Aluminum,False,False,113.779998779297,34610,2850,2,6.45833333333333,True,3,0,-0.459,0,True,False,True,False,-0.459,-0.459,0,0,0,5982178.7,94.3894619047619,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:29.043,00:00:16.7862277,False,1,1,Step12,True,7.89398256983986E-07,False,10,30.9802093505859,-9999,0,1028,16,-0.467000007629395,0,6.45833349227905,5.5208333492279,Aluminum,False,False,113.779998779297,34610,2850,2,6.66666666666666,True,3,0,-0.467,0,True,False,True,False,-0.467,-0.467,0,0,0,5982178.68,94.3894609523809,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:29.543,00:00:17.2862645,False,1,1,Step12,True,7.87882981967414E-07,False,10,30.9802093505859,-9999,0,1028,16,-0.467000007629395,0,6.66666650772095,5.7291666507721,Aluminum,False,False,113.779998779297,34610,2850,2,6.875,True,3,0,-0.473,0,True,False,True,False,-0.473,-0.473,0,0,0,5982178.72,94.3894628571428,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:30.044,00:00:17.7873024,False,1,1,Step12,True,7.89698731296085E-07,False,10,30.9802093505859,-9999,0,1028,16,-0.481000006198883,0,6.875,5.9375,Aluminum,False,False,113.779998779297,34610,2850,2,7.08333333333333,True,3,0,-0.481,0,True,False,True,False,-0.481,-0.481,0,0,0,5982178.74,94.3894638095238,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:30.544,00:00:18.2873371,False,1,1,Step12,True,7.88489614933496E-07,False,10,30.9802093505859,-9999,0,1028,16,-0.481000006198883,0,7.08333349227905,6.1458333492279,Aluminum,False,False,113.779998779297,34610,2850,2,7.29166666666666,True,3,0,-0.483,0,True,False,True,False,-0.483,-0.483,0,0,0,5982178.78,94.3894657142857,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:31.044,00:00:18.7873736,False,1,1,Step12,True,7.88689987984981E-07,False,10,30.9802093505859,-9999,0,1028,16,-0.490000009536743,0,7.29166650772095,6.3541666507721,Aluminum,False,False,113.779998779297,34610,2850,2,7.5,True,3,0,-0.49,0,True,False,True,False,-0.49,-0.49,0,0,0,5982178.83,94.3894680952381,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:31.544,00:00:19.2874108,False,1,1,Step12,True,7.86776581662707E-07,False,10,30.9802093505859,-9999,0,1028,16,-0.490000009536743,0,7.5,6.5625,Aluminum,False,False,113.779998779297,34610,2850,2,7.70833333333333,True,3,0,-0.496,0,True,False,True,False,-0.496,-0.496,0,0,0,5982178.83,94.3894680952381,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:32.045,00:00:19.7874478,False,1,1,Step12,True,7.86775331107492E-07,False,10,30.9802093505859,-9999,0,1028,16,-0.503000020980835,0,7.70833349227905,6.7708333492279,Aluminum,False,False,113.779998779297,34610,2850,2,7.91666666666666,True,3,0,-0.503,0,True,False,True,False,-0.503,-0.503,0,0,0,5982178.83,94.3894680952381,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:32.545,00:00:20.2874852,False,1,1,Step12,True,7.86475709446677E-07,False,10,30.9802093505859,-9999,0,1028,16,-0.503000020980835,0,7.91666650772095,6.9791666507721,Aluminum,False,False,113.779998779297,34610,2850,2,8.125,True,3,0,-0.509,0,True,False,True,False,-0.509,-0.509,0,0,0,5982178.87,94.38947,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:33.045,00:00:20.7875203,False,1,1,Step12,True,7.85568659011915E-07,False,10,30.9802093505859,-9999,0,1028,16,-0.513999998569489,0,8.125,7.1875,Aluminum,False,False,113.779998779297,34610,2850,2,8.33333333333333,True,3,0,-0.514,0,True,False,True,False,-0.514,-0.514,0,0,0,5982178.89,94.3894709523809,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:33.545,00:00:21.2875585,False,1,1,Step12,True,7.84865051173256E-07,False,10,31.0281448364258,-9999,0,1028,16,-0.513999998569489,0,8.33333301544189,7.39583330154419,Aluminum,False,False,113.779998779297,34610,2850,2,8.54166666666666,True,3,0,-0.52,0,True,False,True,False,-0.52,-0.52,0,0,0,5982178.94,94.3894733333334,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:34.045,00:00:21.7875937,False,1,1,Step12,True,7.84664791808609E-07,False,10,31.0281448364258,-9999,0,1028,16,-0.523000001907349,0,8.54166698455811,7.6041666507721,Aluminum,False,False,113.779998779297,34610,2850,2,8.75,True,3,0,-0.523,0,True,False,True,False,-0.523,-0.523,0,0,0,5982178.89,94.3894709523809,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:34.545,00:00:22.2876304,False,1,1,Step12,True,7.84965095590451E-07,False,10,30.9802093505859,-9999,0,1028,16,-0.523000001907349,0,8.75,7.8125,Aluminum,False,False,113.779998779297,34610,2850,2,8.95833333333333,True,3,0,-0.528,0,True,False,True,False,-0.528,-0.528,0,0,0,5982178.97,94.3894747619048,False,50,50,2.70000004768372,1.08000004291534,True,
5.0.10.10b1b9a6b0,2023-01-23,10:59:35.045,00:00:22.7876676,False,1,1,Step12,True,7.83460052389273E-07,False,10,30.9802093505859,-9999,0,1028,16,-0.533999979496002,0,8.95833301544189,8.02083330154419,Aluminum,False,False,113.779998779297,34610,2850,2,9.16666666666667,True,3,0,-0.534,0,True,False,True,False,-0.534,-0.534,0,0,0,5982178.97,94.3894747619048,False,50,50,2.70000004768372,1.08000004291534,True,
